,AAPL,ACN,ADBE,ADI,ADP,ADS,ADSK,AKAM,AMAT,ATVI,AVGO,CA,CRM,CSCO,CSRA,CTSH,CTXS,EA,EBAY,EMC,EQIX,FB,FFIV,FIS,FISV,FSLR,GOOG,GOOGL,GPN,HPE,HPQ,HRS,IBM,INTC,INTU,JNPR,KLAC,LLTC,LRCX,MA,MCHP,MSFT,MSI,MU,NFLX,NTAP,NVDA,ORCL,PAYX,PYPL,QCOM,QRVO,RHT,SNDK,STX,SWKS,SYMC,TDC,TEL,TSS,TXN,V,VRSN,WDC,WU,XLNX,XRX,YHOO
AVGO,-0.0354856957098,0.00129048552499,-0.0837806889096,0.0593438331276,-0.00972692474279,0.0289676519794,0.0149051368888,0.0261294798115,-0.16382424901,0.0399892518229,1.0,-0.300145739801,0.0910905784214,0.0711230940839,0.00589814650022,0.0524691739952,0.0275223792204,0.00377192572619,0.062653677348,-0.0502655361265,0.054400633449,0.0250184494816,-0.00829000155707,0.161351706255,0.0385538878264,0.0331607207998,0.0442078997133,0.0257829719716,0.0355432010009,-0.0714927501297,-0.0496618214105,-0.0283022904713,0.0700200220531,-0.036451949395,0.184930499444,0.00383589918049,0.0455623639648,0.0418924625701,0.025441794427,-0.035626720862,0.000940559963639,0.299668010462,-0.285005042884,0.058157716626,0.183620345776,0.076453871663,-0.19893432412,0.0375185166036,-0.0139977202861,-0.0639029167807,0.121560022124,0.0694620198314,0.0403594009905,0.0806140656618,-0.00377211004219,-0.0352891037489,-0.039428931988,-0.00469541087766,-0.0197934555788,0.0155246009095,0.0611734383407,0.0532305401264,0.0734365077163,0.0214816715797,0.00700704661046,0.0498421241922,-0.047764388684,0.0803973400343
CA,-0.0762256330987,-0.0280920807155,0.143201315739,-0.0595903188958,-0.0960979635635,0.00654660243659,-0.000407999223552,0.0737408101351,0.0702185138925,0.000926858435969,-0.300145739801,1.0,0.120241398137,0.153902836322,-0.0116948006757,0.0520751887632,0.0949411344417,0.27740562615,0.0104713892597,-0.0913821591843,-0.0695193099176,-0.080039726459,-0.0749007974102,-0.159954866241,-0.0306119982246,-0.0114002722666,0.00112283829948,-0.0811533840195,0.145737996315,0.0812537052674,0.020011787187,0.0189994248237,-0.036697815104,0.0119966870906,-0.232515373477,0.143323712097,0.050799792737,-0.0418526181582,0.0103960010306,0.169341928677,-0.0494727546486,-0.402352722195,0.428025022262,-0.0130850093426,0.0107993479185,-0.0373909474947,0.148777807882,0.006684958854,0.0473358207267,0.100348062975,-0.170187668764,0.1239310899,0.0665465137757,0.0131456867171,0.0479679851723,0.0541787849905,0.010175685542,0.189570051742,0.100637017906,-0.0238873551387,0.0429513491069,-0.105787210844,0.00968299881938,-0.0143685965972,0.000944937729478,-0.216252430811,0.0315064461697,-0.060684368593
CRM,-0.0254286872289,0.0269946642105,-0.0416226817113,0.0631702831556,-0.068538273477,-0.00480078592894,-0.0267915035595,0.141288178831,0.0234520844418,0.0159751381375,0.0910905784214,0.120241398137,1.0,-0.0342916896985,0.320364778658,0.165772182401,0.00453684210848,0.0216036980996,-0.0739275671672,0.0259905049743,0.0406517610835,0.0948749101735,-0.193278205879,-0.0496699221518,-0.0419288870607,0.0160489373969,-0.0358695290898,0.0163296339084,0.238439443285,-0.0747331910933,-0.0121143878124,-0.0342963378151,0.0558621670411,-0.0375179880889,0.0606956722133,0.0060796542953,0.0341043974305,0.0396556810579,-0.252940170493,0.0285922219683,0.0166994662132,0.0623462870243,-0.0163994721574,-0.0177207919608,0.141301247283,-0.122941632841,-0.100925681744,0.0402805793947,0.0756569448999,-0.0194855184393,-0.0331135908233,0.0139471869318,0.00552902879597,0.0135125583747,-0.133015120141,-0.0922431385186,-0.115814334387,0.456619247392,0.0214700312718,-0.10915534626,0.0102319081627,-0.0386779356306,0.0984121043922,0.0235788347354,-0.0661261212479,-0.0355486093241,0.0149763613719,0.022202331901
CSCO,-0.0754929948403,0.0712422306132,-0.0385545522195,-0.00632087785142,-0.180624107741,0.0419458669731,0.0539596857381,2.36205126627e-05,-0.0852054283612,-0.0768449328366,0.0711230940839,0.153902836322,-0.0342916896985,1.0,-0.0350299260221,0.0436306423862,0.0438228047799,0.118244784514,0.104632708136,-0.00262574981448,-0.0342227883489,0.0384302044623,0.0291858282649,0.022151861041,0.0199969277006,-0.000797249212262,0.0174232912394,-0.00697542910505,0.0195639031609,0.0877321747805,-0.0408638908319,0.0832020087152,0.100636147555,-0.059154894463,0.0968573364779,0.0315307720376,-0.0756914042639,0.079199707472,0.0123282473083,0.103742809878,-0.0474253983764,0.0158415736819,0.213309105721,-0.00113093539372,0.000259866837646,0.144822962144,0.0034547076329,-0.0724975042979,-0.0631775104128,0.196539087351,0.00484151203327,-2.0900302984e-05,-0.213930565955,-0.00147639103167,0.0375453134092,-0.0537775006698,0.0399085804325,0.0074001945476,0.0120764226384,0.0225436931175,0.113845310917,-0.0136355712076,0.0482937361333,0.000263731532652,0.106342753455,-0.0946223825193,-0.0014455281534,-0.0230944120669
CSRA,-0.0859200651533,0.00215263346069,-0.0278615351157,0.00198542227243,0.00744000386162,-0.106208216646,0.101865680268,-0.1250149983,0.0566733049917,-0.00205974163083,0.00589814650022,-0.0116948006757,0.320364778658,-0.0350299260221,1.0,0.000489858875631,0.0199718396669,0.00539202312136,0.126540433081,-0.0271476660489,0.141183174389,0.0219885829384,-0.0220592675871,-0.0281112654624,0.015602288371,-0.0130392078851,0.0068971231603,0.0262992300174,-0.100818065058,0.00990732624834,-0.0371281126905,-0.340347785936,-0.0228753413155,-0.010681047759,-0.0463288322298,-0.000137098835693,0.0195771159167,-0.0103000676241,0.00637930046844,-0.0543713470534,0.0105659761882,-0.00587305893742,0.015541396175,0.0818466960015,0.00423352485772,0.0194847694895,-0.00833753800815,-0.0888380353343,0.00890562199157,-0.0580592882082,-0.00988264974732,-0.0575918162021,-0.101681266715,0.016722629507,-0.00955049182551,-0.0014240388058,0.020199740363,-0.0318279905531,0.0437403054705,-0.10431259168,0.0237104301764,-0.0502551866882,-0.000160123109583,-0.0663979289027,-0.138007070774,-0.0760957597202,-0.0306542509825,0.074950617202
CTSH,0.0057056477202,-0.0622539542615,0.0623752028834,0.0303260389109,-0.0295987722005,0.0114350746302,-0.0461342893704,0.137147842004,0.0235874415532,0.0507750910454,0.0524691739952,0.0520751887632,0.165772182401,0.0436306423862,0.000489858875631,1.0,-0.00907865369587,-0.0752015684632,-0.0538756016569,0.0225172438308,-0.0862682306948,-0.0461961539671,-0.117612255825,-0.0114800522234,0.0794795323502,0.0357440513669,-0.0600639801238,0.0237117370774,0.164769885237,-0.0374481312231,-0.0757822484661,-0.00512671122391,-0.0191247992266,-0.0260694412821,-0.00316042658089,0.0784884098428,0.13101603307,0.0279521690141,0.0188716713992,-0.0153451206697,0.0378075202426,0.0460576050716,-0.125282854143,-0.0591495159247,-0.0371391956673,-0.118081716646,0.0231465938545,0.0262435358293,-0.0307357903688,-0.0791639912628,0.0129182701305,0.0700474764164,0.0671419304004,0.00451245928445,0.00444469469781,0.0500680363929,-0.0115050531429,0.244296879959,-0.0267383790793,0.0310120679007,0.0743151882988,0.0646137663428,-0.0704986454696,0.00333959910506,0.00118698463894,0.0497768189619,0.00416607933167,-0.038219999932
CTXS,0.0058247761977,0.0258920019715,0.0297913867516,-0.0110042830721,0.0207033057028,0.0106909608325,0.0367186649034,0.00635807467766,0.0416441454496,0.00747699276036,0.0275223792204,0.0949411344417,0.00453684210848,0.0438228047799,0.0199718396669,-0.00907865369587,1.0,0.0111417647384,0.0307101804603,-0.00272789647723,0.0144616839839,0.0691204561966,0.0128787206299,0.0557844173882,0.0318958331296,0.0163236861532,0.0171622844399,0.0152684269741,-0.00140285422609,-0.0352541355966,0.0317650271588,0.00559301171812,0.175588397784,0.0247913762681,0.0216250225239,0.106431937751,0.0352620801674,-0.00758789909277,0.00838371021852,0.00379290593105,0.00791717473956,0.0319327498504,0.00486547248266,-0.029497464531,0.0211679770141,0.0126974982418,0.00718278454848,0.0461836348075,0.0285693513542,0.0288128491356,0.0432550219115,-0.0196305021612,-0.0158267859811,0.0571676684969,0.0123673550018,0.00802261379413,0.0189940108506,-0.0119345926276,0.0668679283267,0.0280439023032,-0.00901693469237,-0.00301806859954,-0.00275433756594,0.0890528834232,0.000267967992332,-0.0145982336559,0.0128769993993,-0.0143237029606
EA,-0.0876383969006,-0.0075146812521,0.00484126436148,-0.0205171982939,0.0309650100546,0.0260584048011,0.00858684219177,-0.0306236161368,0.0181121160598,0.0318637590871,0.00377192572619,0.27740562615,0.0216036980996,0.118244784514,0.00539202312136,-0.0752015684632,0.0111417647384,1.0,0.0209851017436,-0.0425446934994,-0.0177283406611,0.0206110550627,0.00658026450217,0.0130507586449,-0.0512700271432,0.0062992746604,0.00118541291372,-0.0071660837923,0.0206459722704,0.0822580402578,0.00243829721778,0.0529622873429,-0.0156728084138,0.0407034780838,0.00563362954436,0.0180521150134,0.0970924362468,0.0138358515793,-0.0171716818366,0.136424271981,-0.0844989453575,-0.00769132906176,0.0891629898897,-0.0333820121725,0.0106943474657,0.036715288442,0.124946792525,-0.0154298220895,-0.00087619037152,-0.00507669799006,0.0345456427219,0.00121065463911,0.0438921636293,0.00807514576359,0.0365316709153,0.0102477466582,0.0590880858734,-0.00088841770503,0.0374181464452,0.0130771743918,0.00754607833751,0.0132489065397,0.00365141731433,-0.010102794085,-0.136365301291,-0.299503255534,0.0515586132266,-0.0317437285553
EBAY,-0.00592699559252,0.0333969745702,-0.0109358107168,0.0603557053168,-0.0332388195854,-0.00224677665166,0.0308558495749,0.0656086086183,-0.0404313414183,-0.0443056794816,0.062653677348,0.0104713892597,-0.0739275671672,0.104632708136,0.126540433081,-0.0538756016569,0.0307101804603,0.0209851017436,1.0,-0.0642923380393,0.0163218401551,-0.000869208606288,0.052329257869,0.0988568385069,0.0580001515466,0.00536660453651,0.33272435249,-0.265712899196,-0.0923832934484,0.0741791270275,-0.0301860039914,0.0173932561099,0.0340786024024,-0.0500748222669,0.0154173918977,-0.323420498402,0.00633695766228,-0.0330949592796,-0.025249184937,-0.00185132805604,-0.0716621514287,0.0710306823263,0.0518892713312,0.0337997674764,0.0162752104209,0.0303765911754,0.000626598079859,0.012643620638,-0.00912765363707,0.172282784357,0.0201908147628,-0.00174375556901,-0.111848930271,-0.0216125714059,0.0621926694636,-0.0578364521214,0.0527705200022,-0.055203822695,-0.188110105488,0.0348031462115,0.00337024451292,-0.00811748991238,0.119107554585,-0.0405864646054,-0.0577861331694,-0.0237775062517,-0.0153640427109,0.0594442535026
EMC,-0.041626886769,0.0307347442337,-0.0143899129397,-0.0471441284677,-0.04372865048,-0.0253726491144,-0.0850242683544,-0.108131585512,0.0117239790473,-0.029126634389,-0.0502655361265,-0.0913821591843,0.0259905049743,-0.00262574981448,-0.0271476660489,0.0225172438308,-0.00272789647723,-0.0425446934994,-0.0642923380393,1.0,0.0553643793768,0.043294321419,-0.00238443191054,0.0839793555209,-0.0957139220528,0.0103552119428,-0.0227867834586,0.00965958827187,-0.00929925929294,-0.0818329116331,0.0155485626681,-0.0435518883075,-0.0230440742849,-0.0244875718549,0.0203950304922,-0.104630701496,-0.0389359251983,0.0145906381415,-0.00633427486797,-0.00969017773214,-0.0158822004537,0.0502199760394,-0.0598948680753,0.0234342756471,-0.0554348588875,0.0302638919925,0.024386593557,0.0326724523902,-0.018532118609,-0.0258461517049,0.0558729510032,0.0055821090789,-0.0344375805015,0.0253193371082,0.0277323706304,0.0528307835056,-0.0926209946055,-0.0110860265103,-0.0301025280121,0.104520970408,0.0347502753362,0.00942928463706,-0.0152923089901,0.177945590394,-0.084078940772,-0.0630286629781,0.0123636601365,-0.0605666812634
EQIX,-0.0608506426923,0.0860179091687,-0.0931061771138,0.00279851245653,-0.0268791763799,-0.0563360872924,-0.0176202761799,0.0271384221085,0.0752863616096,-0.0787820465696,0.054400633449,-0.0695193099176,0.0406517610835,-0.0342227883489,0.141183174389,-0.0862682306948,0.0144616839839,-0.0177283406611,0.0163218401551,0.0553643793768,1.0,0.185160289598,-0.00536073126451,0.0793609269855,0.020868676337,0.00495127211258,0.0101609375839,-0.188720155922,0.0308379802603,-0.0501087547533,-0.0426152502456,0.00129734824947,-0.0490081438977,0.0501396092072,0.0555290307958,-0.0670656381591,-0.00162775508176,0.0444750189507,0.0349115319717,-0.00882185032675,0.000769563007121,0.0852150279387,-0.0955437649347,0.0122417103186,0.0096647940016,0.142498302225,-0.0250221030269,-0.0826734886186,-0.00746823056163,-0.0354384990232,-0.119431909,0.00898627115622,-0.0145280587583,-0.0393830002672,0.028645899388,-0.0388027146889,-0.0321467780146,0.0309020160794,-0.0362804322563,0.0146733361781,-0.0407804982101,0.0412624095036,0.092473771664,-0.0210887104073,-0.0433762867711,0.0133896754919,-0.0286779198717,-0.168281187738
FB,-0.0445366422606,0.0827639084616,0.132860315195,0.014976808106,-0.0252789748027,0.0499847381993,-0.00616802615301,-0.0194131586508,0.0530151005433,-0.0024382866672,0.0250184494816,-0.080039726459,0.0948749101735,0.0384302044623,0.0219885829384,-0.0461961539671,0.0691204561966,0.0206110550627,-0.000869208606288,0.043294321419,0.185160289598,1.0,4.45220719298e-05,0.0195420107093,0.00494301702703,-0.0121354464336,-0.0748685592781,0.0210422266077,-0.0215009881026,-0.0378703656415,-0.036632735352,0.0179253580467,0.00692367722743,8.69339078023e-05,-0.0538712776064,-0.0188263204938,0.0232072326555,0.0262256238572,-0.0543832473608,0.0627766413712,0.0163698668529,0.0605115522166,-0.0377550733066,0.0405625394834,-0.0210865580965,0.013880239718,-0.00149807827864,0.0494910075324,0.0199031693077,0.0187603408474,-0.0448134428642,-0.0256816050711,-0.0288706213253,-0.0068079355429,0.00151885396707,0.00147885925834,0.00900312517537,-0.0125364584079,0.000894300956847,-0.0432766958499,-0.085864393212,-0.0195105285852,-0.000312910127786,0.0180154345677,0.00043906097251,0.0315401068192,-0.0333234609059,-0.0222324619884
FFIV,0.00660558163649,0.00501941435739,0.0563909117589,0.00672533474879,0.0271201780578,0.050215604898,-0.00571534689781,0.0297826397239,0.0356107971433,-0.00689902816104,-0.00829000155707,-0.0749007974102,-0.193278205879,0.0291858282649,-0.0220592675871,-0.117612255825,0.0128787206299,0.00658026450217,0.052329257869,-0.00238443191054,-0.00536073126451,4.45220719298e-05,1.0,-0.0245690285843,0.0334970023028,0.0136156655376,0.00475495979313,0.0232234506174,-0.145957476558,0.00392815346783,-0.0270031627592,0.0448334858547,-0.0136507295274,-0.00805183505013,0.0747553541789,0.048852153369,-6.96092479596e-05,0.0540006797541,0.0637866411742,0.0422208950662,0.0134711316199,-0.000959524368842,-0.0518459008915,0.0101424205772,-0.0133767716742,0.208140832441,0.0166461822579,-0.0827345809082,0.0303042625898,-0.00872682940958,-0.0143731839498,-0.012101885147,0.0387825951429,0.052151006463,0.0415124159647,-0.00557766370427,0.0008082780423,-0.344773300509,0.0157285105945,-0.00327579247268,-0.0123688408231,0.00913319305363,-0.000943329503064,-0.0115435707687,0.0549795452157,-0.00440499698392,-0.0394836669876,-0.0281410246545
